ID,name,birth,phone,locality
patI2LPXT,John Red,06/05/1942,8851174,Northwest
patIWV64G,Leo Byars,12/01/1987,9168415,South
patTLVT6U,Monica Mccann,21/12/1972,8920277,Northwest
patMJ1SXW,Michele Latney,11/02/1961,8792234,North
patJO8990,Latisha Morrow,19/06/1938,8914669,Northwest
pat075R6Z,Mary Chadwick,26/05/1946,8634993,North
patCSLV9A,Tara Scheer,06/02/1987,8095425,East
patRKVSGN,Ronald Baker,25/09/1991,9290210,West
patCE8P9V,Tijuana Cowan,11/03/2002,8258509,West
pat7EU1KP,Elizabeth Aynes,06/04/1929,9243005,Southwest 
pat0HYFHL,Jackie Hopkins,17/01/1918,9531950,North
patB8XCT5,Enrique Walker,23/10/1952,8642751,North
pat6FSNSS,Jeannette Diaz,16/09/1905,8966054,East
patZ4456C,Sophia Dobbins,09/08/1995,8027403,Southeast
patBWV8XX,David Ortega,11/02/1906,9180772,South
patZV53SO,David Parker,06/01/1947,8245026,Northeast
pat3LA7GM,Bethany Fletcher,10/09/1903,8122558,Southwest 
patJER2ZZ,Eddie Johnson,11/03/1952,8343787,Southwest 
pat93L5DV,Irma Blaida,26/11/1901,9977988,West
patPA94PF,Daniela Vieyra,04/11/1995,9557337,Southeast
patDSD941,Curtis Sparks,07/09/1999,9351406,North
patJ9YDBN,Lila Sherman,19/07/1955,9571661,Southwest 
patKOQN0T,Barbara Krasner,01/03/1978,9147799,East
patGKGV0V,Gloria Banning,17/05/1931,8491248,Southeast
patOTCC7L,Gabriel Bronson,12/10/1911,9310102,West
patPWNU1X,Robert Henry,06/07/1947,9185544,North
patA6Z2EO,Floyd Bleakley,10/01/1993,8493016,Northeast
patNS6UJB,Charles Crocker,12/09/1920,9437048,North
patJ4PQF2,Walter Edwards,23/10/1998,9549562,North
patA6WSIM,Edward Knapp,22/10/1944,8465080,East
patVAAQ9U,Laverne Garguilo,04/10/1955,9861797,Northwest
patE7Y6BX,Mark Davenport,13/12/1921,9085815,Southeast
pat5VGWNJ,Scott Zuniga,10/09/1949,8565977,East
patM4EDKG,April Slaugh,23/12/1988,8892045,West
patWYFES5,Luther Evert,26/07/1931,9242090,Southwest 
patPG2O7N,Floyd Simon,17/08/1905,8531481,Southwest 
pat9DOSJ0,Connie Murtagh,10/12/1910,8473212,Southeast
pat65GSPI,April Wells,21/01/1922,9955531,South
patL68X1Q,Gail Lowe,16/03/1954,8282660,Northwest
pat8FR90O,Kathryn Dempsey,26/12/1907,8738796,Northwest
patEU2382,Mary Robards,17/04/1916,8889466,East
patXEYN59,Rafael Roza,24/12/1967,9571811,Northeast
pat50H172,Roger Knox,10/01/1929,8193835,East
patSMUSHF,Charles Hoover,07/10/1924,9294227,North
patDUZYPX,William Allen,07/02/1919,9058593,Northeast
patFFC5WW,Lauren Geraldo,20/07/1948,9682192,Northeast
patJHEIIX,Della Forney,05/07/1988,9970613,North
pat2314T3,Floyd Mcarthur,09/05/1998,9385948,North
patTRJAEN,Amy Lingle,24/06/1956,9715027,Northwest
patYPLU2X,Freda Long,08/07/1941,9318233,East
patJCBA42,Nathan Res,11/01/2001,9057578,Southwest 
patUHD9N4,Alejandro Busby,03/06/1934,8399473,Northeast
patCQKM8H,Paul Jones,02/07/1965,9540263,Northeast
patI2ZO0U,Corina Cantu,14/03/1964,8452227,East
patPB60B8,Angeline Woods,13/01/1933,9113010,Northwest
patJR39YA,Hector Atwood,04/05/1954,9974420,Northwest
patV04P7L,Sue Holly,05/08/1956,8738665,East
patPWFZUB,Shannon Kelley,16/08/1925,9779414,North
pat1P2LI2,Jessica Anderson,19/07/1905,8394133,East
patKEP1OZ,Marc Griffen,02/08/1972,9196406,West
patAMADXD,Jennifer Saraiva,28/11/1971,9611286,Southeast
patFVXCVV,Jerrell Evans,19/01/1925,8690812,South
patE76188,Herbert Butcher,21/05/1999,8710795,Northwest
patP2SPKK,Warren Kent,07/01/1930,8055686,Northwest
patHN87CU,Thomas Gause,26/05/1923,9671995,West
patS0PKTI,Guadalupe Hernandez,22/09/1985,8888938,North
patJ6EQI4,Beatrice Phillips,14/01/1942,8861621,Southwest 
patR6804N,David Neace,15/11/1910,8352246,South
pat0TS9X8,Bill Bottom,06/10/1970,9681889,South
patX1T8YO,Belle Gonzalez,02/12/1959,8023613,Southeast
patZM9CHU,Jack Larkin,08/10/1998,9019417,Southeast
patIXOUOJ,Elizabeth Franko,10/10/1967,8913948,Southeast
patZWB9J8,Jennifer Bailey,22/06/1923,9549538,Southeast
patLCJP4M,Regina Wright,11/12/1947,8305609,Northwest
patVGIKLT,Jennifer Pellot,01/11/1938,9431698,Southwest 
patR7XXFD,Lucy Miller,11/04/1982,9736174,Northwest
pat9W4YVH,Shirley Manganaro,11/10/1946,8884784,Southwest 
patIRJ2IN,Anthony Hoover,06/03/1925,9339052,South
pat177PIZ,David Coleman,01/01/1946,8387817,East
patOV3INB,Sherri Zielinski,11/09/1984,9965060,Southeast
patBQW6TH,Gloria Serrell,11/07/1938,8739680,Northeast
patG6KZT8,Wesley Bostrom,19/06/1909,8027799,North
patQ9DBDG,Ernest Weaver,11/12/1922,8578678,Southeast
pat9ROEIW,Robert Webb,27/02/1948,8989837,Southwest 
patS4148K,Eric Evans,27/03/1999,9628749,Southwest 
patBL3B9J,Matthew Holland,27/04/1902,8388754,Southeast
patTR6HFH,Patricia Alston,13/02/1935,9568366,Northeast
patPCKSZQ,Valerie Cardwell,09/05/1911,9107264,East
pat5XAEBE,John Vizza,14/06/1970,8321086,North
pat61BXWK,Maurice Larkin,13/11/1927,8822123,Southwest 
patEB29VU,Michael Walls,05/03/1917,9710695,West
patY2GFNX,Eric Pierce,21/08/1948,9277687,South
patEXF0HB,Donald Geesey,10/08/1988,8803895,Southwest 
patXWX6SG,Jeremy Miller,18/02/1966,9820524,South
patJN76ZG,Georgia Ponder,13/09/1981,9979385,East
patI1AGH7,Bernard Brown,03/01/1908,9206370,Southeast
patZJ2XL4,Amber Harding,07/11/1985,8517307,Southeast
patSQLZMI,Teresa Colley,24/02/1931,9336275,West
pat164BK8,Howard Brown,16/01/1934,8540171,North
patVKCC8M,Rodney Stohr,07/02/1907,9468370,Northeast
patVW442I,Hannah Ames,18/11/1901,8753104,East
pat2N8E9U,Marla Morris,16/11/1985,9256786,Northwest
pat0S62UK,Tera Misiak,23/03/1981,9732364,West
patJDC58B,Karl Arellano,14/10/1952,8434221,Southeast
patWCL0SJ,James Titus,22/06/1909,8601203,East
pat5WCGWE,Bernice Pittman,07/08/1910,9623435,North
pat82DCTW,Naomi Melton,19/02/1910,9948618,Southeast
pat0K6LH3,Chasity Spurlock,25/09/1970,9163796,North
pat1I4HTK,Lauren Rodriquez,06/11/1911,9288063,Northeast
patN01K7E,Michael Dellinger,07/07/1961,9725479,East
patFLWK67,Jesse Branch,07/12/1955,9353984,Northwest
patJ5E0MX,Marisela Cook,09/08/1939,9097562,East
pat4PABVS,Pamela Russo,01/03/1932,8831337,Southwest 
pat5ARP0J,Betty Graves,20/12/1976,8871536,South
patC6M5WU,Madison Allen,10/07/1935,8267516,South
patF8H5HU,Corey Mack,23/02/1966,9485300,West
pat7B4T4P,Norris Kerr,21/08/1928,8220560,West
patNW3WAZ,Margaret Northcutt,24/05/1967,9078122,Southeast
patDV43SX,Sandy Diorio,15/08/1901,8494745,Southeast
patVEQTC6,James Jones,20/09/1935,9842591,North
pat1USJEU,Ronald Gavin,27/11/1930,8161475,East
patZI7S5Q,Mattie Kramer,09/03/1953,8961226,South
pat25QP4U,Kristen Sherwood,28/08/1982,8912261,West
patMP5GJ4,Ronald Culver,08/07/1906,8169660,East
pat9Y1GKA,Ryan Veith,08/08/1949,8732599,Southeast
patI2NWMY,Christopher Harvey,01/01/1987,8849950,Southeast
patQFZXAV,Gloria Farmer,13/06/1995,8741407,Southwest 
patLFZEK6,Mae Gigliotti,11/08/1938,8282926,South
pat2M3N1K,Beatrice Harris,13/11/1996,9052790,Southeast
pat1GDZMB,Timothy Templeton,20/07/1911,8677142,Northwest
patSC3VP8,Lillie Randall,24/07/2002,8991359,Northeast
patNN8MU1,Mitzi Hanks,06/07/1925,8827001,Northwest
pat4OXLKY,Howard Shelly,01/05/1997,9430647,South
pat7ZYB3P,Alice Wiggins,04/05/1962,9299318,North
pat657M46,Wiley Firestone,17/01/1900,9873502,Southwest 
patV7DQOL,Janice Noland,26/02/1927,8516729,East
patERJ98C,Wilbur Morris,05/05/1922,8343186,Southeast
patB3FB25,James Miller,06/11/1948,8424033,Northwest
patLN3E6G,Hallie Yuengling,06/03/2001,8476008,Southwest 
patTRMK2S,Andrea Reed,01/04/1996,8321285,Northwest
pat2WGYEF,Gary Dewitt,14/06/1920,8951896,Southeast
patOGHXLP,Ann Davis,10/10/1926,9961071,South
pat97HZK9,William Marco,04/03/1921,9315535,Southwest 
patJGFVAO,Angelita Boucher,25/09/1996,8430553,Southeast
patTSAK6U,Lisa Royster,23/06/1923,9416454,Southeast
patYCICK2,Eugene Walsh,17/02/1941,8638112,Southeast
patGEZ2V8,Cathy Ross,08/03/1912,8990954,Southwest 
patMN6AAQ,Karen Sommerville,09/11/1988,9879130,Northwest
pat3UWPJQ,Allen Bates,26/09/1962,8660650,West
patLJ2NZP,Leo Ceasar,14/06/1925,8880858,Northwest
pat8K9SQM,Olga Houge,19/12/2001,8101604,Southwest 
patYND24X,Joan Alexander,17/06/1931,9315107,Northwest
pat0DV8P2,Robert Grist,26/01/1924,9367856,Southwest 
patQPE7PG,Michael Purvis,24/10/1900,8758180,West
patNTXPRY,Joy Neal,06/11/1922,9662694,North
pat7S5618,Christopher Larez,25/12/1994,9348514,Southeast
patLMSZGQ,Wesley Robinson,02/09/1980,8894016,East
patFWGZPV,James West,15/05/1919,8051558,Northwest
patDP0H2E,Margaret Clarke,05/08/1950,8356208,Southeast
pat3LLUJI,Jean Levy,22/07/1996,9110896,South
patOFY2OC,Lillian Ruddock,10/11/1994,8964375,Northwest
patYYRAZT,Sharie Neal,24/01/1909,9939014,Southwest 
patPSY3M4,Howard Burden,11/09/1949,8016501,Northeast
pat4K8TUI,Shirley Murdock,11/06/1900,9837055,West
pat4T4JWM,Rosanna Smith,10/06/1962,8370638,Northeast
patD401QA,Mike Green,20/09/1942,9194587,South
patOCU61D,Fred Stockdale,22/11/1988,9236062,Southeast
pat3B59IE,Mary Griffin,02/01/1944,8305529,Southeast
pat410TOH,Emmanuel Mcnabb,03/12/1909,9285713,East
patABNHJE,George Strackbein,02/10/1965,9575953,North
patQP42GG,Shirley Gonzalez,05/11/1987,9225936,West
patNTJACT,Glenda Holman,04/11/1981,8591491,Southwest 
pat68ZZ5V,Amy Claassen,24/01/1952,9983472,Northeast
pat599DH7,Linda Smith,07/12/1996,8368707,Southwest 
patZ03089,Thomas Byrd,02/07/1951,8026804,Northwest
patPB4NM3,Mary Holmes,17/05/1976,8862830,Northwest
patVJWGT3,Norma Maine,07/08/1924,9179770,Northwest
patEZJQGO,Doris Barrett,22/03/1923,8045143,Southeast
patZZ88MQ,Phyllis Napoleon,26/06/1931,8793488,Northeast
patLJNG8Q,Pearl Stephens,10/11/1909,9258383,Northwest
patDIZINC,Patricia Evans,19/05/1999,8340618,South
patTF608Z,Karla Bonavia,10/02/1907,9255887,Southwest 
patIUT3R8,Mary Faw,20/11/1917,9513091,Southwest 
pat4Z0Q45,Kevin Stephens,16/05/1966,9085892,Northwest
patGXZLUV,Marc Wood,20/08/1959,8324120,Southeast
patVUJDBQ,Agnes Wagner,06/03/1921,9779907,Northeast
patA67UYT,Earlean Parker,14/12/1906,9740721,North
patXYAMNG,Stephanie Gallusser,21/06/1975,8317205,Southeast
pat3M6SS2,Yong Hanes,28/10/2003,9375263,Northeast
patEKH6WT,Anna Salerno,03/07/1942,9800184,Southeast
patCRPSNS,Olive Huddleston,28/02/1987,8933585,Southwest 
patYNC9QN,Willie Mcgill,02/09/1921,8825540,Southeast
patLZJJRH,Michael Brown,26/05/1944,8302502,East
pat3FD2VY,Shawn Selby,21/10/1938,8061571,Northeast
patSHZQQ0,Pete Ruppe,26/02/1980,9675638,South
patAVMG8A,Mark Wilson,19/03/1950,9606463,Northeast
patT9D5D5,Matthew Cox,21/05/1954,9363685,Southeast
patGS3OWY,Eric Couch,08/08/1947,9263278,North
patGK9OOO,Harry Moir,08/09/1986,9750422,Southeast
patWDL5DG,John Corbitt,27/07/1939,9745539,North
pat8DJF9O,Ralph King,27/12/1915,8353542,South
patLIG4GQ,Joseph Kutchera,07/07/1930,9306424,Northeast
pat1G1448,Judith Burgos,08/02/1922,9680933,North
patD793Q4,Jimmy Horton,07/10/1910,9459099,West
patXLJWNG,Bradley Look,23/02/1936,9951585,South
patGFA8NK,Jamie Schmidt,01/03/1988,8514738,West
pat7UFZ2R,Romeo Haugen,28/03/1929,8122553,West
patDWPM38,Derek Daniels,04/03/1995,8642441,North
pat0JWZ0N,John Negron,16/10/1988,9672672,South
pat2ES0PP,Sandra Kimberling,08/08/1911,8565737,Southeast
patRSIAHX,Eula Anthony,07/03/1973,8144062,East
patOR6BNC,Victor Rowald,24/12/1955,9065138,Southeast
pat3IV9PG,Judy Lutwin,25/05/1910,9053167,North
pat7I6727,Wanda Russell,13/06/1963,8046169,East
patBSSEZE,William Wilkerson,23/03/1963,8934762,West
patK78F8H,Erika Benedetto,17/05/1900,8310157,Southeast
patR6M3QE,Raymond Malmquist,24/05/1914,8015756,Northeast
patPPOW91,Mary Dehart,25/10/1928,9937679,North
patSVC6LW,Juanita Hernandez,03/10/1997,9565401,East
patIRK2NP,Christy Griffin,09/11/1978,9123860,Northeast
patX6J0XO,Marilyn Labbe,20/08/1944,9599883,East
patAOPSTN,Eric Oconnell,01/06/1901,8444622,Southeast
patST7RV7,Vernon Fletcher,27/03/1904,8954314,South
patYZOY0F,Mary Hardwick,17/10/1966,8002365,East
patNMKPGG,Valerie Pirtle,13/08/1965,9081511,East
patMLIW93,Vivian Barajas,24/09/1907,8788206,West
pat2AKOFO,Joann Garrett,27/11/1928,9326884,South
pat3TYCNG,Nathaniel Ashe,10/10/1909,8039695,Northwest
pat2RX3V8,Mark Wiggins,17/04/1966,8582628,North
patVOMFHC,Cynthia Abbott,10/08/1967,9616648,Northeast
patCASP5N,Mary Autry,20/10/1906,9102816,North
patD74PAY,Betty Landers,09/03/1915,8478320,Northeast
pat3UXWU5,Keshia Steir,12/12/1932,9811542,Southeast
pat23FH2P,Gladys Wild,07/09/1991,8824064,Northeast
patZXCOGL,Mandie Kerr,13/11/1987,9989019,Northeast
patTOH7LV,John Doss,20/02/1963,9374406,North
patRDCGRL,Juanita Knight,11/09/1996,9203317,North
patCG8C4P,Lloyd Smith,26/05/1918,8271583,North
pat2ORBOM,Enrique Hawke,21/12/1918,9950162,Southeast
patVU926P,Jennifer Wixon,17/05/1992,8649354,North
patUX61TD,Beulah Ortega,12/12/1945,8421019,East
patXOMW2M,Margaret Watkins,17/02/1996,8790484,Northwest
patE5F0OI,Carmen Mullins,06/06/1988,9624483,Northwest
patCT2LX1,Joshua Romo,13/08/1996,9907845,East
pat1EB4R6,Eric Dill,07/07/1940,8838561,East
patMPYAS6,Brenda Mccann,08/01/1941,9541483,West
pat0UL587,Paul Farley,09/07/1951,8097301,Northeast
patL4YDVN,James Carrillo,05/02/1919,9686127,West
pat97I1ZG,Robert Elliott,16/02/1980,8387394,Northeast
patOIYZQ5,Darlene Linsley,19/08/1975,8487184,Southwest 
patDIBG0P,Charles Trejo,08/12/1972,8479488,Southwest 
pat1PUD0O,Ellen Tabb,19/01/1965,9997291,Northwest
pat5MGWA8,Carmen Allen,14/02/2000,8162242,South
pat5JMBSI,Megan Mccurley,09/05/1960,9557214,Southwest 
patZ2K7WM,Martha Wilson,05/06/1978,9014975,East
patJTBJZR,Sarah Hurlburt,16/09/1955,9410917,West
pat9OGE4Z,Tyrone Hendrix,04/09/1973,8905462,Southwest 
patZP24AJ,Missy Stone,24/02/1951,8638462,West
patVEOU75,John Manfredi,25/08/1940,8383895,Northwest
patDHB7PS,Genie Fendler,05/12/1913,9545407,Northwest
patN34183,Susan Sudderth,25/02/1959,8807796,Northeast
patPLAR72,Melvin Murphy,21/02/1922,8110838,West
patJZR3X9,Willard Rister,23/10/1956,8544670,Northwest
patSCUU3G,Nicki Smith,07/01/1964,8661306,North
patWOTPG6,Rachelle Jones,20/06/1905,9854219,Northwest
pat55C6UL,Darryl Losee,08/03/1991,8095285,East
patXOV266,Margaret Sotelo,23/04/1980,8080346,North
patVGSG8G,Irene Miller,18/03/1920,9000012,Southeast
patW67K2M,Nancy Bush,16/09/1903,9237648,East
patLV130X,Marcia Joseph,07/07/1985,9442247,Northeast
patLV9NZ7,Nina Nguyen,15/01/1990,8316270,Northwest
patTJK0H9,Mary Nock,07/06/1973,8041143,Southeast
patXPRLG8,Harold Walker,04/07/1986,9233513,North
pat4UVHEC,Brad Duenas,28/04/1937,8905901,South
patGSRGNE,August Barlow,18/02/1970,8505286,Northwest
patRW83OE,William Mathers,05/04/1926,8624724,North
patSFNE10,Maxine Whitten,01/09/1953,8594123,Northwest
patM1DTPC,Carl Kirksey,17/03/1989,8306981,Northeast
patU9H1QL,Claudia Smith,26/09/1944,9207515,East
patXVH25Y,Stephanie Jackson,16/09/1971,8071810,East
pat5PVWOM,Timmy Mclennan,28/03/1940,8188869,Northwest
pat478G4D,Belinda Bell,08/01/1981,9925325,South
patJLGGN8,Dawn Smith,04/09/1973,9368686,Northwest
patEUMK0E,Tiffanie Stpierre,12/06/1983,9130677,West
patYFQ7ZE,Rose Melia,15/06/1984,9115385,Northwest
patRKLSJ9,Kelly Finke,22/03/1935,9879738,South
pat5LMO8H,Thomas Butler,27/09/1944,8744496,South
patCRA2TG,James Randles,05/07/1938,9782362,North
pat92QXW2,Jeanette Barfield,04/03/1995,9536346,West
pat4DGO7W,Linda Sandoval,19/08/1973,9472875,North
patV208UC,George Wilburn,27/10/1939,8286186,Southwest 
patS8R0L6,Barry Warner,14/11/2000,8932107,West
pat90WIPU,Nina Richmond,27/04/1960,8726153,Southeast
pat4QJY8L,Kelly Morris,22/12/1945,9137232,East
patSR2XDN,Emily Pottinger,04/08/1971,9626997,North
patWAUWVH,Ramon Hulbert,21/12/1922,9204147,Northwest
pat8TPNYA,Alla Aguirre,09/11/1918,9513688,East
patBDXVKY,Gary Dirickson,19/04/1902,9985782,Northwest
patOOL7IX,Kay Robinson,17/11/1971,9420208,Southeast
patE69ZNA,Thomas Bond,19/06/1975,9716481,Southwest 
pat3MS8WB,Margaret Carson,04/12/1975,9009721,East
patU1BXRD,Lashonda Schmidt,19/11/1912,9122930,West
patA6842D,Nieves Esquivel,23/07/1901,8018125,Northwest
pat8SI48D,Diana Brackenridge,01/08/1955,8833992,Northwest
pat158CTW,Joni Fleming,17/07/1934,9239399,Southeast
patZZS04W,Oscar Delosantos,21/09/1995,8719653,East
patXN9LFL,Joe Collins,16/02/1901,9267815,Southwest 
pat7EV369,James Strother,22/08/1945,8472375,Southeast
patBRCL6I,Debby Garrison,15/11/2003,9806502,Northwest
pat39IMO8,Elizabeth Wilbur,19/12/1977,8300939,North
patSL5E1Q,Stephanie Barrett,14/06/1998,9674275,West
patY44NG3,Herbert Lilly,20/06/1927,9262268,North
patV1E7PD,Brandon Adams,02/06/1951,8223589,Southeast
patJIMF62,Walter Chicas,24/05/1975,9266501,South
patS1FBU3,Ashley Heaton,21/01/1966,9608484,Northeast
patRLCHLW,William Eames,16/06/1996,9674959,South
patWVX32O,Robert Anderson,01/01/1922,9557310,Southwest 
patJ3ARDQ,Irma Haynes,19/06/2000,8657693,North
patLS40Q7,Hortense Reynolds,11/05/1981,8510834,Northeast
patKY4NBW,Darren York,13/06/1925,8606191,Northeast
patP89L56,Darlene Roberts,27/05/1976,8687729,Southwest 
patJI17QW,Jennifer Thompson,15/07/1970,8377062,Northeast
patDA4E3Q,Kathryn Perkins,16/07/1966,8388921,Northwest
patTHS6U4,Erin Lemke,14/12/1942,8186637,Northwest
patE71G1Y,John Catalfamo,08/01/1995,8263584,Southeast
patM1JFT1,Renee Alarcon,27/07/1905,9857350,West
patGIU79F,Edith Pedersen,10/08/1959,8006465,South
patA5MY34,Paul Williams,24/03/1979,8216549,North
pat74KUFH,David Ford,18/01/1987,9209726,Southwest 
pat7AZ44V,Shirley Jones,28/02/1937,9783609,Southwest 
patBM0X2G,Mark Beard,26/02/1994,9368180,Southeast
patKXE4DL,Felicitas Goulet,19/07/1971,8777790,North
patDM5CD0,Alfredo Stevens,28/10/1906,9786577,West
patCXUFOJ,Garland Doney,06/02/1953,8943565,South
patJGI926,Rebecca Marquez,10/05/1949,9239597,Southwest 
patEFHKNF,Michael Perkins,22/12/1976,8680671,Northeast
patV0FE5D,David Moulton,23/02/1916,9048284,North
patC6S6SZ,Ray Weaver,18/05/1993,8189266,South
pat4ROWBC,Albert Patterson,14/04/1996,9363292,Northwest
patKAIES8,Jerrell Monnier,15/12/1909,9479785,Southeast
patM8I2YM,Connie Cloer,15/06/1933,9434177,Southeast
patCRGM3A,Jeremy Chappell,23/10/1969,9424133,Southwest 
pat3D2QWT,Jackie Mccrory,10/09/1939,9622938,Southeast
pat3FDU31,Robert Shaffer,13/02/1900,9986196,East
pat3S6HQ3,Renee Gardner,28/03/1925,8477833,Northwest
patA0Z4NY,Donna Handley,15/01/1981,8773475,East
pat4G2HUH,Brandon Saunders,12/04/1954,9259571,Southeast
pat50MQ19,Forrest Gennaro,04/11/1962,9186668,West
patJI1FP8,Nancy Raycraft,28/11/1921,9386704,South
patF0EUWP,Kenny Guerra,23/04/1969,9465836,Northwest
pat21TBT7,Marilyn Lucena,07/03/1985,8088793,East
patPIHEPJ,Kristin Dupes,17/11/1902,8600856,West
patAQH1ZO,Zachary Green,05/10/1918,8163314,South
pat0UOKVX,Kelly Pekarek,02/09/1945,8874501,North
patTK9PPZ,Michelle Hoyt,09/01/1959,9484196,Northwest
pat298A6U,Julie Uhl,11/03/1910,8972660,Southwest 
patOKD205,Charlotte Mccloud,19/04/1901,9667894,West
patAHB01T,Lisa Mulholland,12/03/1908,9223913,Northeast
patCMSONE,George Mason,04/04/1912,9865649,Northeast
pat6QCU5B,Sylvia Kearney,27/04/1993,8094727,Southwest 
patTVW4A5,Patrice Corda,23/06/1982,9146622,Northwest
patGXSKIJ,Lisa Downey,17/06/2001,8177899,East
patPT5MC9,Jody Taylor,14/09/1985,9577621,West
patGIVYM3,Janice Rodriguez,23/08/1924,8007292,Northwest
patCUA5V0,Terrance Gerace,03/11/2003,8909554,Northwest
patEPUZ0F,Daniel Shaffer,10/09/1941,8008962,West
patYT2PT8,Annette Cross,06/08/1953,9772333,Northeast
patBRD6IE,Rick Bradshaw,12/07/1953,8452082,North
patHSN2RZ,Chad Rozon,12/12/1931,8700476,South
patWRN25Z,Roberta Connor,12/08/1984,9327465,Northeast
pat7XFGQL,Anna Langdon,18/01/1919,9555159,East
pat68W2GX,Terry Boehm,27/09/1901,9703134,Southwest 
patXONTW4,Donna Roberts,07/01/1969,9241047,South
patZ2FYBV,Jennifer Cook,27/02/1919,9665773,Northeast
patK7ZCND,Bill Underwood,12/05/1948,8913347,Southeast
patIYWBCS,Phil Stewart,16/04/1995,9607766,East
patOR2215,Randy Hagler,17/06/1957,8090815,South
patV8PQQH,Woodrow Carney,12/05/1966,9161374,Southeast
patTFQ55K,Viola High,20/11/1939,9106626,Southwest 
patP693NS,James Rodriguez,14/04/1994,9212318,North
pat813EAN,Kevin Alma,23/02/1926,8664555,Northwest
patU55SXE,Russell Thomas,21/02/1951,8404423,Northeast
patLY9USC,Armand Patton,25/10/1901,9650610,Northeast
patW9SE5M,April Pedro,02/01/1944,8937562,West
pat6T3Y7R,Linda Ross,06/03/1972,8078111,South
patKQYQTZ,Hazel Mccauley,27/01/1933,9734463,Northwest
pat0SKM68,Donald Hanson,05/01/1920,9355192,Northeast
patKX9MNJ,Danyell Scott,17/04/1947,8933223,West
pat93OWOU,Debra Ralph,04/01/1941,9924693,Northwest
patN7OAJ1,Patricia Torres,20/01/1901,8764538,West
patP203SP,Evelyn Murray,27/05/1952,8627540,Northeast
pat5CT1VQ,Jodi Wiersma,26/01/1912,9949168,Southwest 
patY8PMJM,Salvador Miles,04/07/1989,9901974,Northwest
patBPT2QH,Virginia Hernandez,16/06/1962,9807279,North
patB8VE4B,Terry Weidert,26/12/1957,9157973,Northwest
patYGJWOR,Dena Bryant,19/04/1955,9033592,East
pat19EFCY,Bobby Schooler,18/09/1913,9288091,East
patQIFV10,Connie Dooley,18/07/1956,8255885,Southeast
pat2VUQD7,Adrian Wilson,24/10/1934,9290197,Southwest 
patICYV45,Shelley Carter,22/01/1986,8053921,North
pat4VBFDD,Warren Garcia,08/05/1980,8911598,West
patXXS2ZM,Donald Thomas,14/08/1950,9386331,East
patWWTPFF,Jose Hastie,02/09/1920,9565234,Southeast
patZK5ZEC,Laura Butcher,14/03/1992,9214508,East
patWD6YNE,Martin Mcarthur,25/02/1906,8372495,Southwest 
pat438XXE,Mary Jankowski,12/03/1945,8539831,Southwest 
patV1K5Y9,Kathleen Perry,06/06/1980,9999062,Northwest
patH9BY30,Brittany Rose,13/11/1963,9623479,North
pat6XKL3X,Frank Wall,18/02/1956,8691375,Southwest 
patM6I8EA,James Williams,04/09/1919,9551467,North
patY9YYJB,Ethel Asberry,23/09/1936,8642277,Southeast
patNQCUEF,Tricia Machado,18/12/1990,9738419,Northwest
patKW3T6A,Daniel Shiigi,05/04/1972,8197800,Southwest 
pat1GSDKU,Janice Smith,22/10/1919,8115117,East
pat0WGM1Z,Frank Ulrich,06/07/1941,9389330,Northwest
patKDX3QE,James Perry,09/03/1914,9434734,Southeast
pat0G1KSY,Todd Cohen,18/11/1964,8138805,Southeast
pat0ZTM0V,Mercedes Hamel,03/11/1909,9083281,West
patAPQLWW,Ralph Davis,12/07/1953,9806439,North
patWOJO6C,Johnathan Aman,15/04/1982,9303854,North
pat77M1YC,Ruth Wheeler,06/03/1989,8592247,Southwest 
pat5ULPUG,Faith Beck,17/03/1976,8799345,Northeast
patPQ0PMB,Jennifer Pennell,15/04/1933,8058709,North
patMGASBJ,Jeffery Henderson,06/05/1927,8537548,West
pat7GR067,Rosanna Campbell,18/10/1921,9413386,Southeast
patMI6A0M,Dawn Hammer,25/05/1926,9558657,Northwest
pat1Z6EVL,Brian Angeles,05/08/1914,9009423,South
patEW8CLE,Nelda Hart,21/01/1992,8523706,North
pat65NIYC,Nancy Ziemba,27/03/1928,8689317,West
patB7CNH5,Mary Comeaux,09/01/2003,8851520,North
patDRRDCG,Bobby Burrow,28/05/2000,8642610,South
pat3B8IQ6,Tyrone Rubio,04/10/1942,9443729,East
patZ5ZZAX,Felicia Wyatt,03/08/1951,9474436,West
pat7HHZFJ,Carmen Tate,01/10/1932,9864513,South
patKB493T,Howard Mercado,09/03/1901,9765041,Northeast
pat2OO556,Christopher Nunez,16/05/1918,9994773,Northwest
patGNRAQG,Robert Nickel,22/06/1932,9484035,North
patSTNLQF,Emmitt Echols,20/05/1954,8319272,North
patIBZH7R,Carl Thomas,03/11/1970,8593237,Northeast
patE2FMD6,Jason Wright,20/12/1990,8822699,Northeast
pat6OFB84,Lizbeth Diebold,11/12/1914,9493854,Southeast
patGMGY4P,Jennifer Farias,16/07/1979,9350028,South
patWRIJLS,Ivonne Green,04/12/1913,9435998,East
pat9RIU8M,James Bates,27/07/1995,9445328,Northwest
patB1BAKF,Oliver Haight,08/05/1926,8797788,Southeast
patO8UFWH,Cicely Miller,28/05/1993,9608059,Southeast
patU74LLT,Barbara Lowery,03/05/1930,8576890,East
patU3H4UV,Candace Guffey,27/03/2001,8667564,South
patTIU2NF,Linda Cam,25/04/1932,8146959,Northeast
